#{"t_start": 1642787844.6806881, "env_id": null}
r,l,t
-1.902666,652,45.667967
-7.001,1,47.845942
-3.375584,652,86.471764
-0.123022,652,125.775942
-7.001,1,126.017204
-7.001,1,126.322582
-7.001,1,126.96026
-7.001,1,127.65007
-7.001,1,127.821739
-8.249584,434,159.663548
-1.304982,652,205.022154
-6.242333,96,210.441009
-6.960217,13,212.06265
-7.99394,58,217.284138
0.37602,652,259.972
-6.655701,41,263.355686
-6.915658,67,267.440021
-7.001,1,268.515286
-6.466092,213,284.106275
-1.132904,652,328.91936
-3.13615,652,371.468365
1.130627,652,416.729522
-2.199449,264,436.172436
1.76529,652,473.75162
1.082181,652,515.268701
-8.719314,63,519.143349
-9.633217,274,539.014777
-6.560847,257,560.272712
-2.498095,556,594.972377
-6.968436,2,595.347394
-6.153302,94,601.868613
-6.106362,220,621.930858
-4.545669,569,658.759142
9.517635,652,704.677144
-4.884638,382,727.832363
-4.002382,523,762.377545
3.120587,652,815.006947
-7.001,1,816.524943
-7.117322,72,820.225607
3.936675,652,861.748476
-4.295033,278,880.728173
5.763999,652,924.511919
3.194326,652,969.463286
-7.030262,3,969.874603
6.160424,652,1012.159214
-7.001,1,1012.908339
-1.626314,563,1047.425586
9.523201,581,1088.249493
-6.889233,17,1090.443291
-4.333576,145,1101.423186
9.765861,652,1142.667312
-7.292893,70,1149.639827
-1.120229,317,1170.484579
4.897666,652,1210.528749
-7.001,1,1211.583258
-6.588861,79,1218.027333
-4.139197,318,1242.907111
-1.434815,652,1286.718854
-5.198064,194,1301.241676
-6.755521,4,1302.069902
-4.435414,181,1314.761299
-7.001,1,1317.103966
-7.069777,35,1318.993854
-5.555173,77,1324.039737
-7.001,1,1324.805889
-7.082974,1,1325.058593
15.205312,652,1370.660862
-6.086809,41,1372.971774
0.259903,652,1415.15179
-7.001,1,1415.428032
-2.283386,293,1434.402785
-7.001,1,1435.521228
8.833835,510,1476.584642
1.961878,397,1508.661066
-5.053857,137,1517.063715
-6.618578,31,1521.132827
-6.321725,19,1523.086389
-5.030435,83,1528.970639
-7.001,1,1529.253027
-4.958697,60,1535.301114
7.542148,612,1580.113818
16.412983,652,1623.967974
-7.001,1,1624.554819
-6.406455,42,1628.361276
2.968939,632,1677.742621
-7.001,1,1678.021051
-5.161181,42,1681.415499
3.666897,368,1709.264545
1.280943,288,1734.986677
-7.001,1,1735.256461
-4.79992,114,1742.401853
0.060581,293,1766.437679
-6.299647,45,1769.599162
12.325948,652,1815.425791
-6.149526,15,1816.358926
-1.072118,291,1838.020699
-3.630114,82,1846.912902
3.039841,539,1889.692424
-5.4251,45,1892.466521
-6.049768,39,1895.713244
-2.990495,114,1902.113533
3.820911,314,1925.572451
-4.856879,71,1929.847233
1.364679,266,1947.96598
16.004888,652,1999.315995
0.546654,248,2021.649208
-5.43438,22,2023.184784
-6.955905,2,2023.900731
-2.817433,152,2033.384644
-6.781646,6,2034.266023
6.776716,425,2058.174944
-7.001,1,2058.459878
-4.355036,121,2069.624501
-4.993009,109,2078.863205
-7.001,1,2079.610061
-7.001,1,2080.898732
-1.907927,293,2104.987639
2.586114,205,2116.384843
-7.001,1,2116.648073
11.281773,652,2165.833693
10.181839,428,2197.416162
0.644888,453,2232.345081
-7.001,1,2232.97717
-3.195193,147,2242.564996
-3.842041,120,2252.30074
-7.001,1,2252.528642
11.196541,580,2294.72951
-6.979578,3,2295.502323
10.976678,652,2344.630075
-4.262178,85,2354.718113
10.29835,652,2412.13342
-6.466787,22,2413.746897
0.638387,281,2436.912664
-7.001,1,2438.593457
-5.105929,30,2440.757894
-4.985333,31,2442.503684
7.142421,349,2467.561943
-4.220872,186,2481.334649
12.699388,652,2526.1641
11.671614,548,2564.848006
-5.628053,56,2569.221057
0.414931,277,2592.583602
-1.453304,280,2612.812263
-7.001,1,2613.621523
0.605673,440,2650.894913
-0.617866,214,2667.936185
-6.3741,19,2669.683811
-3.930925,109,2676.908997
-6.715288,17,2678.524809
15.561191,652,2728.070021
1.40711,270,2748.560863
-3.048621,112,2756.504929
-1.892636,197,2773.758437
14.816508,652,2817.934086
-2.367809,111,2827.783048
-0.942398,328,2859.955275
-7.001,1,2860.232067
-7.001,1,2860.525931
-6.511871,6,2861.217917
-4.043071,91,2867.38587
-7.001,1,2868.026812
-1.002949,127,2875.612991
-7.001,1,2876.738999
3.866968,330,2898.749384
-3.645824,132,2910.923322
-7.001,1,2911.622844
-2.503762,96,2924.748147
6.566627,522,2960.93631
-6.399161,32,2963.079698
-6.525757,6,2964.442775
-7.001,1,2965.9572
-5.627599,55,2970.268428
2.401481,246,2990.516114
-7.001,1,2991.174497
-7.001,1,2991.801012
0.298415,263,3015.649564
-0.466558,179,3025.808199
-6.503066,29,3028.913643
-6.161601,27,3031.129995
0.86861,258,3049.076836
2.03248,286,3074.210352
25.327484,652,3117.335303
-0.52679,194,3129.030087
9.232883,638,3174.70684
4.881168,429,3207.188106
-7.001,1,3207.868467
-7.001,1,3208.185163
5.907876,486,3239.652006
-7.001,1,3241.018654
-5.516639,44,3245.529041
-7.001,1,3245.807909
-7.362271,68,3252.327221
-6.429518,35,3256.232668
-5.237654,55,3261.605556
-0.669992,139,3269.066543
1.572062,285,3289.902471
-2.396392,131,3299.726871
-2.151931,166,3314.410404
-7.001,1,3314.641846
-0.015126,652,3359.391028
-7.001,1,3361.656723
7.129383,327,3391.280374
3.740164,508,3423.319169
-3.240073,91,3431.463239
8.740056,309,3452.261988
5.700542,405,3482.019264
-1.972062,153,3492.383314
1.429973,218,3509.306203
5.056844,550,3550.748377
5.26667,401,3577.971235
-4.267662,68,3583.480794
-7.001,1,3584.150506
4.260673,405,3615.779503
9.371584,345,3642.111755
-5.595534,22,3644.594866
-6.898503,15,3645.798132
-2.084504,90,3651.537198
-7.001,1,3652.206572
0.558275,188,3663.3892
9.680268,444,3704.340504
15.285384,652,3753.52759
0.358933,153,3765.102215
-1.767698,129,3772.941233
-3.423184,121,3780.970495
-7.001,1,3781.565979
-7.001,1,3781.81398
0.12759,181,3796.141922
-7.001,1,3796.415857
-7.001,1,3797.089093
-6.899041,3,3797.543014
3.120073,312,3819.457354
-6.526408,6,3820.962626
-1.714083,163,3832.728754
1.917875,224,3848.776571
0.932977,257,3870.760867
-7.001,1,3871.003055
-7.001,1,3871.254093
-3.704626,94,3879.249724
-7.001,1,3879.903582
-0.182515,189,3893.101211
-4.673709,40,3896.893733
-2.052479,107,3903.141957
-3.292276,124,3912.634935
-6.969192,15,3914.459154
-2.671729,97,3921.82387
-7.001,1,3922.45601
9.996217,352,3953.874843
3.932579,312,3980.278425
-2.510946,94,3987.990348
3.458447,376,4021.001178
-4.231854,83,4025.477573
-5.221938,43,4028.969038
-7.001,1,4030.115278
5.37463,358,4078.25215
5.010076,637,4131.953255
