#{"env_id": null, "t_start": 1644339134.4548469}
r,l,t
-9.292584,30,9.361052
-12.254726,652,77.636369
-7.146209,306,107.944809
-7.001,1,108.271574
-30.674705,652,179.513426
-7.001,1,179.848318
-27.29449,652,241.918866
-15.279323,652,302.912273
-16.729037,215,321.871569
-6.691207,5,323.48788
-7.001,1,323.677982
-7.001,1,323.937329
-29.461752,652,384.239813
-7.970233,32,388.150344
-2.519798,271,410.934588
-11.514074,42,415.676615
-7.001,1,415.973929
-7.001,1,416.254102
-27.533994,610,478.914248
-27.813299,229,498.623374
-7.001,1,499.017685
-7.001,1,499.359073
-7.402256,64,504.34786
-7.496443,1,504.578429
-7.297073,5,505.200932
-22.22359,652,572.211701
-9.902013,318,603.240813
-29.124285,614,663.430641
-7.001,1,663.782902
-7.757233,11,665.254389
-6.68901,2,666.78229
-9.740442,7,668.173177
-3.904022,52,672.61198
-7.550783,2,672.978333
-14.417786,84,681.757642
-7.001,1,682.48535
-6.642297,197,701.757469
-6.276355,7,702.784738
-7.002871,11,704.106845
-36.736832,419,744.359765
-5.243805,409,787.714323
-19.683251,652,848.76385
-15.441244,322,876.633022
-17.690609,343,912.035027
-9.436742,322,940.900221
-7.001,1,941.179932
-8.300998,28,943.375844
-6.765347,17,945.666023
-7.001,1,945.927237
-8.791112,31,948.233303
-6.559879,2,948.659127
-13.505425,652,1017.505799
-7.837464,61,1025.472143
-7.001,1,1025.831742
-7.001,1,1026.602948
-20.622279,353,1057.30704
-12.727379,433,1104.081513
-6.722366,48,1108.280362
-8.620556,44,1114.708564
-10.111096,652,1176.537957
-11.794245,63,1182.589485
-14.807388,652,1250.236528
-7.037811,7,1252.222342
-9.086564,4,1253.182426
-11.421375,156,1270.992093
-21.828404,242,1294.216832
-25.326728,144,1305.803163
-16.563879,652,1372.281305
-6.651558,65,1377.73367
-3.866035,54,1382.906468
-9.180111,284,1412.424139
-18.370823,652,1481.879551
-15.484058,370,1518.094735
-6.608008,8,1519.979711
-7.776476,191,1538.276842
-7.096585,6,1539.233861
-12.555533,501,1582.250507
-10.308722,32,1585.056696
-6.307305,27,1587.385895
-6.717739,78,1596.011918
-10.587141,287,1621.329494
-15.732014,177,1636.838821
-9.675529,73,1644.696229
-7.94813,8,1645.451295
-11.106787,652,1712.72713
-17.738373,180,1728.26686
-11.199783,69,1734.998413
-4.960899,96,1745.141687
-11.583236,468,1787.553814
-12.529202,49,1793.13143
-7.001,1,1793.4175
-9.914302,25,1796.990637
-18.414523,260,1826.502666
-25.42327,652,1889.81407
-8.550621,46,1893.406523
-15.057671,44,1898.267771
-7.001,1,1899.35105
-9.616948,15,1900.745009
-2.603245,249,1921.654494
-7.001,1,1921.927572
-5.524625,11,1923.088366
-7.102819,2,1924.058624
0.473013,139,1939.464037
-15.1232,295,1967.102666
-7.001,1,1967.883404
-3.394038,82,1982.132794
-6.036314,3,1983.047207
-7.0949,77,1990.810037
-8.286947,44,1995.298983
-7.001,1,1995.963516
-7.001,1,1997.432213
-6.517244,23,2001.944792
-6.891056,594,2053.095662
-8.122973,25,2055.553219
-8.344709,141,2068.246608
-7.001,1,2069.479321
-7.764733,66,2076.588333
-7.105247,3,2077.437818
-18.843694,652,2144.251052
-16.162978,259,2172.359349
-13.857303,652,2237.896799
-6.820986,136,2249.66997
-3.916801,47,2254.165122
-28.127871,652,2321.327971
-4.167168,120,2332.86953
-31.562591,476,2388.392802
-16.945955,281,2413.918298
-22.079144,518,2464.706574
-15.080408,161,2479.819691
-7.441269,15,2481.286656
-13.573426,173,2498.052285
-6.211529,11,2499.405113
-6.322936,22,2501.444928
-3.633435,39,2507.460516
-21.146192,538,2559.690713
-7.798396,112,2572.600235
-12.050779,201,2591.215361
-13.494076,444,2639.015712
-13.458139,255,2666.186827
-8.520744,17,2668.64904
-8.663272,79,2680.145756
-18.57585,652,2743.379229
