#{"t_start": 1640654088.140759, "env_id": null}
r,l,t
-2.892489,73,16.198161
-29.010267,153,41.739718
-8.29201,172,64.117019
-7.001,1,64.487922
-7.119095,4,65.116825
-12.961181,57,72.053903
-18.005711,82,81.463987
5.384226,288,115.755613
-4.023789,13,116.99319
-29.335834,158,132.781385
-9.075401,117,147.881578
-6.637885,47,154.682762
-10.515394,16,157.505428
-7.001,1,158.238657
-6.473398,17,160.321488
-6.300555,15,163.110269
-4.47,25,166.113411
-7.580637,41,171.973727
0.082733,70,180.909527
-24.001076,285,217.473869
-1.883246,167,244.005304
-8.200999,51,250.237847
-6.709326,22,253.783114
-22.502118,107,270.541932
-7.021,3,271.542523
-33.728558,652,347.425832
-10.954885,54,353.809931
-8.947971,30,356.28212
-19.191239,69,364.826509
-12.146108,48,370.619515
-4.61447,49,377.023213
-32.467272,242,402.434871
-6.557646,50,407.844922
-14.818923,652,472.637796
-3.465452,110,483.599056
-3.047338,285,516.094024
-8.30064,28,520.26133
-16.058142,203,538.407898
-7.021,3,538.926304
-11.193449,39,544.820584
-7.001,1,545.175272
12.807038,521,598.072087
-5.945123,248,623.751513
-17.713211,652,693.159516
-7.35284,652,755.390628
-6.833161,467,802.871762
-17.953694,548,859.36998
-7.711918,652,923.570869
-0.717163,652,984.607998
-6.594547,73,993.420383
-6.915034,652,1059.378021
-7.001,1,1059.707771
-7.001,1,1060.46954
-7.022,4,1062.278787
-7.669403,652,1129.556304
-7.802837,652,1191.734373
-9.015741,148,1206.683767
-8.472819,652,1272.637036
9.64792,82,1280.634585
-7.502134,652,1343.802417
-5.922159,23,1346.369895
-6.408659,652,1411.967098
-6.59684,652,1475.693486
-4.850999,652,1544.436211
-6.336711,652,1612.717679
-3.121208,306,1645.63806
-6.260764,652,1711.065076
-6.607495,117,1723.340928
0.040093,652,1789.151328
-6.93017,652,1873.921221
-4.228702,652,1935.876535
-1.545131,209,1956.345133
-7.011,2,1957.286762
-0.574201,652,2021.132713
-3.185512,652,2089.592105
-18.490861,276,2118.334274
2.427379,538,2176.617543
-4.997456,652,2244.865993
-8.397629,21,2249.278235
-7.572732,104,2258.539817
-4.265308,652,2330.100715
1.086747,652,2396.010578
-3.05288,652,2460.984142
-12.838067,252,2486.525153
0.314645,647,2551.12735
-6.799704,652,2615.968658
-17.843072,109,2627.606098
0.674983,652,2693.726533
-6.250276,92,2702.216531
-6.874517,3,2702.849609
6.701752,652,2770.750844
-20.3641,375,2808.733161
3.9976,627,2871.428935
-7.714478,240,2897.05547
-6.785605,333,2935.482527
-7.613076,652,3001.688673
-4.626811,30,3004.74702
10.851235,652,3068.520447
10.650928,652,3139.724405
-10.610547,83,3148.93162
-5.152027,29,3152.00571
-0.606543,263,3177.781253
3.868848,609,3239.420061
-2.402082,158,3255.210066
-17.008645,207,3279.41251
-7.001,1,3280.158505
-2.515868,77,3287.056664
-7.001,1,3288.433621
2.902703,126,3303.368337
-5.575218,32,3308.04228
-7.001,1,3308.956299
-8.380002,80,3318.624841
-7.001,1,3319.375107
2.177114,281,3351.410563
-7.730415,93,3359.401106
-5.179646,652,3431.528945
-7.041,5,3432.630705
17.354916,652,3501.738639
-3.936101,150,3516.854902
16.225993,652,3584.258302
-3.285486,424,3625.729372
-6.592288,34,3629.544651
-3.639713,175,3651.71817
-0.209241,114,3664.725161
-4.259521,55,3671.134884
1.177596,511,3725.71342
0.339113,652,3791.658383
3.880688,652,3861.0618
-3.243353,84,3871.623513
-5.023042,193,3890.541545
-6.33329,242,3915.857941
-3.182138,126,3929.277434
-4.856784,246,3958.727529
-6.83128,64,3966.405111
0.620247,249,3991.697896
-10.66179,572,4053.489111
-4.16684,328,4087.68188
1.758951,465,4140.833708
-7.951334,96,4153.009216
3.514911,652,4221.179379
-8.184224,69,4229.802593
-7.622342,281,4282.360191
-1.430998,135,4297.470926
-7.001,1,4297.709228
-4.922794,95,4309.177127
9.222167,652,4383.759608
-1.851945,97,4393.703179
-16.412426,376,4435.847268
-2.551981,652,4506.523081
10.858547,652,4574.017493
4.386484,652,4647.731719
9.720383,296,4679.771102
-10.378933,214,4701.69806
32.012616,456,4752.279546
3.10351,197,4773.601042
-8.951429,60,4780.230944
5.895437,353,4817.12236
-20.628662,240,4842.282131
-6.270343,99,4854.836543
0.05155,145,4869.627455
-5.303675,652,4938.722583
10.143293,652,5012.346349
0.111033,211,5034.923253
-4.236217,111,5046.550148
0.182496,171,5063.594169
-7.001,1,5064.369207
-3.476494,108,5077.54353
3.476497,128,5090.845447
-5.353376,20,5093.343017
-7.001,1,5093.730492
18.267792,652,5166.143448
-0.638837,652,5233.392883
13.788536,292,5262.697665
-7.001,1,5262.998838
-7.001,1,5264.246539
-3.825204,59,5271.861898
29.842541,652,5343.306743
3.933948,652,5416.772841
-11.849646,652,5488.113132
1.344088,120,5502.157112
7.571678,173,5521.172992
-7.001,1,5521.634361
-10.619538,104,5534.084977
8.755176,235,5559.092065
-15.786427,561,5615.242013
-7.001,1,5615.989953
3.980336,652,5688.457387
-3.06218,223,5711.607045
0.807588,167,5732.155877
-20.731895,652,5797.334346
-8.04625,651,5867.471651
0.026206,570,5932.246214
-3.004147,66,5939.335379
20.791348,652,6012.564101
-8.86831,103,6024.389572
0.354378,112,6036.730892
-5.502149,56,6043.423779
28.293419,351,6079.956159
2.404873,134,6095.030674
-5.194778,652,6167.696729
41.453879,652,6244.681278
-6.197575,8,6245.652457
5.423889,161,6263.212931
-7.001,1,6263.606763
-7.615836,45,6269.40237
-15.46729,631,6339.181633
7.499467,321,6372.433901
-8.247566,130,6388.027586
7.467051,652,6456.325926
-1.751303,61,6462.933841
-6.524554,39,6466.471196
6.197763,170,6488.939457
-7.001,1,6489.938299
9.270771,321,6527.207233
-4.512381,477,6582.22881
-3.172609,448,6627.756168
-2.517698,96,6639.530906
-3.649273,320,6670.427177
10.245003,191,6693.542374
-1.519887,188,6716.943511
9.551822,183,6736.285561
10.560208,272,6767.140201
3.384195,122,6779.197453
-0.607508,85,6789.145967
-6.356429,17,6794.61668
-3.618507,140,6808.410703
-7.001,1,6809.206809
-6.080758,147,6826.143928
-3.472712,41,6830.016492
0.397857,71,6838.243599
7.57752,323,6875.946621
-4.752668,183,6898.574409
3.48309,154,6918.613744
-18.52533,318,6953.75445
13.868597,250,6984.993859
-6.916756,11,6986.141242
-4.34294,31,6990.852255
-7.046966,2,6991.35866
-7.610557,88,7001.416156
3.723831,262,7032.947331
-7.051,6,7035.155937
8.574299,652,7108.782934
-5.988022,652,7173.233727
39.61332,463,7219.739544
8.976486,652,7285.38935
16.422805,652,7357.902855
-7.001,1,7358.686554
-0.146514,173,7378.462581
20.15687,365,7422.050519
-0.440845,68,7428.295246
-0.12603,181,7450.331025
28.252985,209,7475.133161
-4.833693,117,7492.008086
-18.39435,652,7562.017407
-6.291897,32,7566.281089
-0.852343,69,7574.712656
8.414817,248,7601.129039
-5.866614,120,7613.02136
-8.892248,58,7619.09732
8.451377,278,7648.81622
13.971187,382,7689.707436
0.103993,190,7711.718384
-1.773081,114,7723.75127
0.366769,102,7735.275206
-7.061,7,7736.304137
-7.001,1,7737.080533
-5.652796,30,7741.100587
-6.498276,190,7760.295507
-7.025525,250,7790.34981
6.346319,182,7812.64236
20.106425,107,7824.578139
8.418406,150,7840.957772
-16.139459,652,7909.505439
-16.24681,499,7960.965176
-9.533354,196,7981.501815
29.900832,443,8034.052762
-5.762325,22,8037.140056
-2.724431,53,8043.044381
-6.537572,5,8044.111964
10.737425,155,8061.495745
5.368448,76,8069.243977
0.275474,99,8079.883327
2.167428,90,8091.191768
-17.853028,304,8121.979853
-3.262376,124,8135.762663
-7.321943,128,8152.032648
6.903031,381,8195.058076
4.704219,98,8205.091624
0.700092,72,8211.735345
-1.781131,122,8224.171787
32.302279,533,8281.351732
-7.031,4,8282.542084
1.464526,76,8292.448684
11.950372,652,8368.528916
-7.001,1,8368.89642
-6.802547,9,8370.396286
31.989325,652,8444.409058
-1.681804,535,8504.576792
1.644492,94,8515.58179
11.898157,247,8544.477751
30.383689,652,8620.620618
4.837291,383,8665.383799
-7.060764,5,8666.491152
-1.080714,69,8675.577535
-7.000703,58,8680.870627
46.462309,220,8705.170487
-5.53714,17,8707.595176
-5.78165,589,8773.412611
11.086823,160,8790.633013
2.302137,335,8829.415418
9.12119,88,8837.659995
-1.920647,51,8843.989414
-0.098168,49,8848.559335
-3.376237,210,8872.507758
0.960002,93,8880.91931
11.469608,242,8907.912065
-3.793933,34,8913.813975
5.017325,125,8927.614982
5.144304,135,8942.801727
