#{"t_start": 1640654087.7917619, "env_id": null}
r,l,t
-12.822032,31,11.777591
-0.713644,43,17.179579
-6.907081,7,18.561779
-8.437431,65,28.443994
-4.37585,48,35.046419
-10.46403,21,38.470041
-7.001,1,38.770916
-7.471746,2,39.389824
-4.227198,89,51.063442
-12.090468,44,56.0647
-7.432249,11,57.17141
25.777211,344,101.353515
-6.319849,91,112.509537
-12.236572,359,153.226648
-7.001,1,154.051739
-31.30003,374,204.907586
-13.22663,85,214.913193
-7.001,1,215.226411
-25.54859,166,241.227765
-0.700708,107,257.522636
-21.290766,652,337.085964
-19.589788,81,345.632022
-7.483008,370,389.327773
-19.687901,615,451.72714
-6.999762,2,452.155961
-6.647777,43,456.725956
-9.415643,186,473.951737
-21.575099,172,491.119316
-9.134329,652,561.769119
-18.801375,303,592.328658
-16.214911,652,662.622265
-10.64311,90,671.382685
-16.899334,129,684.58556
-13.127049,151,700.160612
-14.481949,652,762.018013
-8.976785,62,768.942273
-7.021,3,769.853776
-7.001,1,770.667974
-7.001,1,771.046947
-3.340051,106,781.352573
-3.308677,652,845.373782
-8.616139,51,850.36061
-5.554477,124,864.399217
-5.581597,652,928.615691
-8.485106,284,954.872318
-4.31523,652,1020.207934
-4.255036,652,1089.33626
-7.188727,4,1090.014743
-8.086368,652,1154.61196
-7.991167,13,1156.909652
-5.515018,652,1219.923763
-6.354986,652,1285.482016
-7.645898,652,1349.294071
-8.350447,434,1394.740794
-7.427652,652,1456.941065
-3.348493,652,1525.649504
-7.004001,3,1526.535949
-4.306039,652,1591.847341
-6.73609,73,1600.634415
-3.82468,652,1668.198972
-7.739258,589,1728.274223
-14.50255,631,1791.635072
-7.001,1,1792.070107
-5.653725,652,1876.281145
-2.698886,652,1938.570565
-3.496082,652,2001.748593
-7.698933,583,2062.002123
-7.059368,4,2062.651043
-1.834146,541,2120.554462
-3.184624,107,2132.766393
3.552628,652,2202.134788
-5.012229,158,2218.707626
-2.733578,183,2237.12688
-3.459902,652,2306.189131
-5.786962,151,2324.898418
-1.537626,652,2390.772339
2.618338,652,2455.679047
-21.189822,652,2520.706323
-8.977426,490,2569.702102
-7.484956,8,2570.818442
7.899834,419,2612.269258
-6.634078,595,2673.44044
13.938137,652,2741.378932
15.015652,652,2807.375957
7.314235,652,2873.555326
-4.72317,204,2894.183209
-6.614148,30,2898.419067
-0.498826,652,2968.667403
0.205374,627,3032.469991
-7.124963,652,3096.979735
-8.2813,51,3105.450737
-7.207385,2,3105.837087
3.76802,652,3172.792132
2.403304,298,3203.802291
22.36989,373,3240.681722
-7.878444,47,3245.298546
-15.356114,132,3258.133141
-7.001,1,3258.855891
-3.924387,33,3262.929649
-0.681536,109,3275.372792
-7.724058,168,3294.192914
-7.104785,19,3297.025578
