#{"env_id": null, "t_start": 1645000355.831309}
r,l,t
-6.573714,42,7.538777
-17.546799,597,51.533274
-23.268724,652,104.568671
-7.598272,4,105.92947
-9.03919,583,146.998134
-16.119848,652,199.709225
-11.457818,652,253.667495
-13.72372,652,305.328739
-23.38481,277,327.151366
-6.981973,11,328.400616
-7.001,1,329.828192
-4.267509,652,382.567981
-7.765228,65,386.789714
-12.42847,652,432.646662
-7.719215,73,440.226435
-6.162179,5,441.213053
-6.584258,6,442.208386
-11.880783,652,496.043769
-7.469181,24,497.726764
-7.001,1,498.350532
-7.001,1,498.605717
-10.362842,652,550.642203
-9.337232,73,556.93981
-7.001,1,558.004656
-10.254731,652,604.947109
-10.879219,81,611.287258
-5.844445,652,660.398757
-7.001,1,661.01427
-3.799624,109,668.918186
-7.001,1,669.657899
-17.79838,368,699.164222
-15.780363,295,722.653509
-14.423296,492,761.512172
-9.987825,188,776.804699
-11.279434,652,833.402066
-5.431117,236,855.377415
-12.621858,161,867.997401
-14.318868,652,918.707611
-5.152983,652,969.611478
-1.199268,267,991.293987
-4.886822,200,1006.517396
-7.001,1,1007.212629
-10.241085,220,1026.038827
9.994043,652,1077.520374
-4.528243,156,1088.35835
-7.336755,25,1089.980662
-1.455637,652,1142.40969
-5.329576,422,1176.066781
-1.757718,652,1226.099446
-4.609392,159,1237.474808
-7.001,1,1238.21616
-3.793687,124,1249.182025
-7.001,1,1249.959976
-4.691414,171,1263.688068
-5.234948,166,1277.966387
-3.224552,239,1299.622064
9.420109,599,1345.50736
-7.066718,202,1364.548651
-4.907458,10,1365.808212
-3.891215,167,1379.379478
7.984243,331,1406.534749
1.184155,652,1458.928242
-6.097305,189,1472.811297
5.630796,652,1530.30859
-7.001,1,1530.625031
-2.356354,93,1537.566962
-7.221622,36,1542.974918
-7.001,1,1543.284379
-2.762825,103,1550.462959
0.788686,194,1566.040157
-0.721858,652,1617.898589
-5.032645,144,1631.664861
-2.00456,99,1640.784241
-5.156378,12,1642.369121
-9.437951,31,1645.058577
1.065174,200,1667.778408
-7.001,1,1668.08823
-7.001,1,1668.387364
-2.956215,257,1690.197393
6.483982,652,1743.854233
-3.355501,278,1765.935026
2.271157,79,1773.377569
-7.001,1,1774.056376
