#{"t_start": 1641595598.734356, "env_id": null}
r,l,t
-4.826164,289,34.464675
-7.001,1,35.108362
0.52999,238,53.457728
-1.836872,126,61.63207
-7.001,1,62.293057
-7.069738,2,62.809434
-4.314393,349,85.665267
-14.735273,478,121.603274
-2.396973,197,137.067103
-7.585946,652,203.979227
-10.536417,94,212.199213
-9.73817,448,245.298306
-4.10964,101,251.630264
-7.001,1,252.267114
-11.273334,652,294.173828
-4.633684,77,299.198893
-2.298321,181,317.08306
-6.930488,1,317.666609
-6.938962,34,319.960338
-7.001,1,321.880099
-7.001,1,322.182472
-7.199675,128,332.111362
-6.285667,13,333.399954
-7.001,1,333.671914
-7.861621,106,340.06266
-12.047591,652,384.9792
-7.107345,12,385.782511
-6.893739,6,386.689857
-7.001,1,387.256742
-3.939183,242,402.874077
-8.430593,652,445.99719
-7.001,1,446.174305
-7.001,1,446.447072
-3.453249,652,495.557509
0.350989,356,522.611347
-7.001,1,522.869056
-16.318164,237,539.227218
-9.431127,652,584.902532
-5.934622,430,638.509599
-7.001,1,638.722965
-7.052328,16,639.676854
-5.236415,168,648.550961
-12.892911,187,658.872837
-7.001,1,659.17396
-6.417907,31,664.293732
5.846327,638,706.354567
-7.001,1,707.829918
-10.031864,148,716.631978
-7.001,1,716.912792
-9.232336,60,720.586055
-5.918444,77,725.788439
-9.205254,70,730.94858
-3.052347,189,746.006303
-6.261169,158,756.967458
5.88842,652,804.934172
3.544982,652,851.483494
-7.001,1,851.795242
-0.951404,193,864.979681
-7.001,1,866.84734
-12.801763,127,876.206851
-9.240928,49,880.032398
-6.847758,17,881.386263
4.734103,503,918.335002
-7.001,1,918.987275
14.686867,652,963.818674
-7.001,1,964.9605
3.123586,393,987.29984
-4.59067,143,996.838441
4.198623,475,1031.281708
-7.001,1,1031.908476
-7.001,1,1032.939631
-7.481177,26,1034.969709
4.776954,292,1061.20296
-4.270585,200,1075.085908
-8.345532,26,1077.141082
-2.451616,186,1093.14868
-7.001,1,1093.795176
-4.833334,151,1102.498771
