#{"t_start": 1641595598.8582568, "env_id": null}
r,l,t
-7.001,1,6.065827
-7.229249,32,9.560174
-14.736093,171,24.805058
-7.001,1,25.502188
-7.001,1,26.152032
-3.386247,169,40.184079
-3.910124,652,88.164416
-11.059877,135,97.974112
-7.001,1,98.586388
-15.057725,652,167.965036
-7.001,1,168.170885
-7.001,1,168.891003
-7.623764,24,170.935216
1.959945,652,216.217459
-3.638612,652,266.454296
-3.59748,628,307.805716
-6.74813,652,358.951704
-7.001,1,359.554534
-4.000789,81,364.444897
-13.359439,652,407.732873
-7.001,1,408.320223
-7.487677,472,436.74296
-7.001,1,437.624909
-3.38397,174,450.87471
-7.197354,53,453.928941
-7.001,1,455.679634
-5.833225,38,459.93859
7.971855,652,506.644479
-4.250073,647,553.661873
-7.001,1,553.917069
-4.055897,127,561.68175
-3.33645,231,576.889936
-4.381641,329,626.400426
-0.606251,456,653.22671
-7.001,1,653.416634
-9.064791,105,660.459349
16.339859,652,704.878311
-7.001,1,705.158303
11.394196,652,752.62142
-4.637865,91,759.022436
-3.75933,196,775.138869
-3.820593,228,790.844421
6.798454,652,839.431967
-5.133837,134,848.367311
-3.897733,145,856.089903
6.772478,577,899.65452
-7.001,1,902.039084
0.339268,608,940.301098
-7.001,1,940.811726
-9.277677,49,945.178992
-6.134739,94,950.304709
-4.690997,117,960.823163
-6.971904,4,961.692319
-7.001,1,962.773946
-7.001,1,963.011273
-7.105744,9,963.690995
7.718708,652,1006.59868
-7.021,3,1007.83076
-8.221122,191,1018.869123
1.96298,257,1038.423576
-2.159131,145,1052.187626
-7.001,1,1052.5314
-6.496129,9,1054.068242
-2.620089,106,1064.077739
7.724962,564,1105.879361
-7.070186,9,1107.186574
-15.241188,185,1118.373886
13.882643,598,1170.387409
-7.001,1,1171.765129
2.847079,473,1206.319104
19.636247,604,1253.122618
-7.001,1,1253.2908
-2.642193,147,1267.086289
3.298153,339,1294.855413
-3.312641,150,1306.315302
3.432106,408,1333.674546
-7.001,1,1334.329491
-1.368909,265,1358.484321
-7.578056,16,1360.55448
-7.001,1,1361.667758
-6.372473,9,1362.816235
-7.001,1,1363.089802
5.592846,249,1381.187067
19.353457,293,1403.328216
-7.001,1,1403.969256
-7.117781,221,1423.362835
11.119186,415,1458.000567
-0.30362,273,1481.150183
11.600241,652,1529.33844
-7.001,1,1529.97974
-1.82209,108,1541.771301
-6.723133,83,1550.336817
-1.384638,247,1572.197354
3.553007,309,1599.344116
21.287073,518,1634.198776
-0.068578,107,1641.095899
3.038397,190,1663.040546
-7.001,1,1663.343933
22.0435,600,1714.025601
-2.032148,421,1744.99856
-7.733464,338,1770.893039
-9.082685,65,1775.120041
-7.001,1,1775.309717
-7.029171,2,1775.617322
-1.361325,257,1795.561045
-2.656715,250,1814.485548
-7.001,1,1815.442437
-7.001,1,1816.073385
-7.011,2,1816.365553
-7.856261,24,1820.012201
5.942168,346,1849.714678
2.684637,248,1867.36187
-7.001,1,1868.445155
-0.002272,115,1877.612125
-5.789082,32,1879.211319
-7.001,1,1880.261138
-17.049256,283,1906.479819
-0.989774,194,1919.794259
-2.551238,76,1926.789808
-4.30427,92,1933.509839
3.975709,218,1948.002863
-6.906524,3,1948.38814
-7.001,1,1949.041945
13.476984,652,1994.033201
-2.285402,115,2007.4102
9.701075,389,2039.606543
-7.001,1,2039.86917
-5.12066,38,2042.14831
-5.527349,626,2087.125464
-1.618852,128,2099.252343
-7.569571,51,2104.96087
-6.235997,14,2107.181935
-1.468241,103,2122.401998
3.855723,221,2143.636904
-5.57421,138,2152.587577
22.22572,652,2203.043222
-6.543839,23,2205.617632
-5.189817,29,2207.36162
-5.732803,143,2218.51702
-0.997789,180,2233.09912
22.302301,652,2291.01813
0.323675,153,2302.839548
-7.001,1,2303.043551
-1.986622,83,2309.079268
-7.001,1,2309.323646
-4.227233,53,2313.040699
5.818587,182,2327.246751
15.661286,652,2369.998302
24.655186,652,2419.087448
-7.001,1,2419.396168
-7.001,1,2420.104288
3.194799,160,2434.549496
1.992047,125,2445.047581
-7.001,1,2445.249577
-1.671295,130,2461.639903
35.454734,455,2492.581827
0.000815,159,2514.443479
15.484851,379,2540.885315
-12.026754,189,2555.665442
-7.001,1,2556.775587
28.622043,312,2580.797981
-5.968803,20,2582.788145
-7.001,1,2583.07492
6.432992,182,2597.689767
5.859535,258,2615.861674
-1.534131,88,2622.253526
26.738082,522,2671.235255
-7.001,1,2671.512656
-1.593923,88,2675.87582
16.281485,652,2734.548594
9.291301,244,2751.768917
-7.001,1,2752.429657
4.180875,159,2764.42826
-6.801631,5,2764.80599
-1.687081,80,2771.210281
-7.001,1,2771.843573
-5.723645,20,2774.099708
11.754481,297,2799.790746
-3.163525,61,2805.113403
-7.001,1,2805.418435
6.494792,192,2820.922007
10.897493,465,2860.892445
22.428113,413,2893.579372
20.949789,583,2939.322934
-4.667808,31,2941.401018
0.816226,138,2952.615618
20.881733,392,2978.908998
-2.975795,74,2983.643851
-4.589936,33,2985.666145
-3.101116,83,2993.308949
-7.001,1,2993.581831
-7.001,1,2995.436842
35.596096,652,3044.08779
-7.001,1,3044.750803
-3.912956,41,3047.837528
2.959147,176,3059.373423
1.665899,220,3076.576055
11.308858,553,3116.992828
3.937011,629,3163.775632
10.016631,232,3177.128502
30.846651,548,3229.863094
-7.001,1,3230.119086
-7.001,1,3230.865691
8.779031,268,3259.670602
-7.001,1,3261.092409
-7.062074,2,3262.243618
-7.001,1,3263.794918
22.043983,239,3283.627196
-7.001,1,3284.319911
-7.001,1,3284.605206
-7.001,1,3284.852671
6.388554,197,3298.526235
-7.032879,45,3302.588
-3.722499,52,3308.483392
5.220735,199,3321.6238
5.623828,179,3340.401821
11.748325,281,3362.134995
1.976208,162,3377.347646
-7.001,1,3377.973302
16.217917,296,3405.629025
-7.220598,4,3406.417382
6.46213,214,3419.14267
-26.921038,429,3453.589726
5.771354,185,3467.945589
-0.795337,200,3483.697554
-6.275812,9,3484.754849
10.162992,295,3507.775623
-5.277775,137,3518.629305
-7.001,1,3518.930214
7.928337,234,3534.723568
9.819109,652,3582.768769
1.55114,137,3591.478255
7.138741,329,3613.184402
9.646591,381,3643.681989
-7.001,1,3643.97571
-4.007573,54,3648.819057
8.803079,180,3662.033361
2.478627,150,3672.889372
-7.001,1,3673.151389
9.402891,273,3696.221551
9.842146,322,3726.81901
25.138898,636,3776.068811
10.270118,274,3794.140923
28.397317,652,3842.646762
-5.932042,54,3846.975663
-4.240888,115,3854.51283
-1.645775,172,3873.416973
-5.728605,16,3874.292286
0.188493,137,3885.168247
-7.001,1,3886.627065
-7.001,1,3886.928952
7.948215,200,3900.673897
3.00991,200,3917.096245
2.284906,162,3933.509442
-7.001,1,3934.586875
-1.234868,135,3943.789935
12.738061,293,3963.797764
-0.728851,116,3969.945478
0.963469,165,3984.285035
9.543897,265,4004.089203
-3.730351,39,4008.194967
-1.716155,94,4016.705735
-0.718344,87,4024.602608
-7.001,1,4026.038116
-7.001,1,4026.682585
-3.961452,53,4030.463992
-6.95319,19,4031.657106
8.904086,324,4054.208864
-8.003304,66,4058.432745
-2.034135,121,4070.375865
-2.014827,70,4077.770227
-7.001,1,4078.374254
-3.142755,52,4084.873623
2.255127,162,4099.067928
32.952312,380,4125.805192
3.708594,142,4137.252319
7.401986,356,4164.686276
13.196478,242,4185.542185
14.206128,268,4210.946572
-7.001,1,4213.608966
2.367983,136,4220.757746
-7.001,1,4221.727022
-4.798691,50,4226.041998
-6.808991,12,4227.205314
6.030883,181,4249.11685
7.151456,209,4266.658227
-6.295699,21,4270.743044
-7.217638,40,4273.218564
-7.029333,20,4275.895214
1.9788,145,4288.751243
-7.001,1,4288.980853
-7.001,1,4289.649478
-7.001,1,4290.300729
17.991744,652,4343.29606
-5.908684,58,4348.146825
-7.001,1,4348.401142
-7.001,1,4348.689526
10.617077,12,4349.419819
13.761533,652,4393.886625
-13.858718,192,4408.440821
2.376269,138,4416.634751
-4.372495,54,4419.893171
12.995409,245,4438.85372
4.363906,194,4450.995617
-7.001,1,4451.251702
2.284207,160,4462.398455
9.184314,652,4511.081023
-6.607883,5,4512.162726
2.526856,274,4538.784437
-7.001,1,4539.393967
-7.001,1,4539.633673
31.005536,318,4561.298261
1.860948,135,4572.329762
14.372412,250,4592.950686
9.780115,281,4610.782529
-7.240682,3,4611.060072
-8.639989,28,4612.95262
-7.180324,4,4614.341368
2.354915,127,4623.551202
-7.001,1,4624.646492
2.897081,120,4635.038791
15.768516,302,4660.487014
11.259491,213,4682.008099
-2.001915,60,4691.274434
-3.11099,54,4696.212151
14.8458,277,4713.686495
-6.771175,18,4715.119722
8.372002,219,4729.215321
6.574321,156,4741.936808
-7.001,1,4742.626688
4.174378,139,4752.735983
5.847856,232,4768.725802
-5.039511,38,4772.908906
-7.001,1,4773.178797
-2.475387,63,4776.880843
-7.001,1,4777.190198
16.919416,652,4829.751365
14.840311,278,4850.934395
13.895759,270,4868.993057
9.269003,209,4884.828628
-7.086979,3,4885.19503
12.176939,44,4888.659681
13.86032,273,4908.985264
7.621023,201,4923.652892
7.547815,167,4938.1712
-1.072308,67,4942.261084
-7.001,1,4944.227385
0.996875,104,4950.198108
-6.971775,2,4950.565449
28.923854,287,4976.835271
-3.342646,43,4980.26798
6.852703,231,4998.200134
1.074355,104,5004.383192
30.978287,320,5030.422456
28.204414,401,5058.825232
-2.709708,57,5062.851509
-1.16638,84,5070.029036
2.178024,111,5078.186545
18.621845,318,5100.298717
1.324002,116,5113.281644
-8.689973,652,5159.775325
-4.436718,31,5161.504868
12.298763,238,5178.143261
9.447566,195,5192.87566
17.487762,283,5212.768216
-7.001,1,5212.975315
30.592721,329,5258.062617
6.366988,203,5278.971944
-7.001,1,5279.577508
4.57617,137,5291.105302
-7.001,1,5291.354884
-7.063527,5,5292.663153
2.981884,112,5301.154298
-4.482552,49,5306.438662
-7.001,1,5306.681027
13.700066,652,5358.431432
2.322892,595,5408.63508
9.017112,182,5421.898798
1.673448,127,5432.5695
-0.200397,93,5444.369694
-18.115705,268,5462.50079
-7.001,1,5463.121236
2.390084,148,5475.023754
-2.076225,63,5480.603209
-0.338139,76,5486.923351
-6.049873,13,5489.826756
0.568624,93,5498.936865
-7.001,1,5499.713744
-1.173164,75,5504.495252
-7.001,1,5505.176793
14.78046,275,5522.339589
7.621311,195,5537.924962
2.563375,145,5551.762424
27.361429,509,5592.604851
3.780345,143,5602.377849
2.338315,114,5609.758104
49.447619,652,5664.419008
-4.372379,52,5670.787257
6.394101,218,5686.307755
33.533723,319,5710.693014
-11.254941,245,5730.427966
-1.062331,103,5737.855091
30.764968,285,5757.634145
5.181598,146,5767.823401
19.095026,652,5819.548814
3.085895,131,5828.822691
28.970883,652,5882.400087
-2.068325,59,5886.057596
3.818352,201,5899.045151
-2.85524,69,5903.464163
4.106364,157,5919.056216
-6.704346,6,5920.159372
19.178631,652,5968.150569
-3.465771,652,6016.391937
14.013095,584,6058.276514
11.147642,652,6113.121152
20.502561,329,6136.907298
-6.874112,4,6137.713597
4.214018,170,6152.465976
35.681869,652,6197.205191
-7.011058,5,6198.387629
2.109447,128,6207.211874
-3.259399,46,6210.68505
-7.001,1,6211.024515
2.217139,123,6222.968664
7.512391,196,6236.537102
-7.001,1,6236.81315
-1.317648,110,6247.519046
-1.922644,82,6257.921088
-1.532667,72,6264.119992
10.583695,210,6279.623493
-7.001,1,6279.893885
-2.820868,52,6286.47231
-7.001,1,6287.03157
-5.406702,33,6292.703283
-7.001,1,6292.899962
10.773891,224,6311.568753
-5.904677,18,6313.140121
14.856439,652,6361.849823
-7.001,1,6362.125493
51.321245,493,6400.996283
1.199179,96,6406.791109
-7.066439,7,6407.573015
17.504436,652,6465.105143
29.110631,639,6513.225849
-7.001,1,6513.414402
