#{"env_id": null, "t_start": 1640194559.6314669}
r,l,t
-8.508707,186,3.361176
-8.008129,42,3.79544
-13.030925,204,5.021089
4.966644,652,8.777534
-6.580988,74,9.316327
-7.390337,19,9.504921
