#{"env_id": null, "t_start": 1643349309.9149294}
r,l,t
-6.873214,9,7.207409
-7.001,1,7.477564
-7.001,1,8.16677
-8.006123,156,24.100319
-18.517756,384,59.571116
-11.562182,276,91.783453
-7.001,1,93.26965
-27.826147,652,153.385696
-10.18537,9,155.211353
-7.001,1,155.50796
-7.001,1,155.827986
-16.067076,97,168.624933
-4.172655,29,171.281741
-7.35907,101,181.157743
-14.04146,652,253.398934
-7.661307,80,261.471319
-15.673766,311,293.027263
-10.892242,652,356.143746
-7.001,1,357.297601
-10.120744,26,359.564104
-14.430941,95,371.421808
-7.001,1,372.07114
-8.103054,200,394.595505
-6.92547,652,461.391744
-7.001,1,462.044864
-28.957296,565,516.341858
-9.039395,236,539.50486
-10.644655,82,546.913319
-4.83982,269,573.477166
-7.001,1,573.763675
-7.001,1,574.098874
-2.322215,124,585.062735
-1.754186,597,647.468393
-6.921552,98,659.640695
-11.547546,652,723.640461
-11.832815,70,730.869738
-19.892369,652,789.892959
-13.904295,88,797.442615
-8.757805,487,843.532634
-7.20119,13,845.572698
-7.001,1,846.314837
0.664095,73,851.77313
-10.967998,517,905.644037
-12.689047,236,931.494512
-14.061468,440,974.113768
-7.248846,22,978.683722
-7.001,1,978.930429
-9.462525,218,1000.336429
-7.762108,23,1003.260887
-7.338048,16,1005.741788
-11.221587,64,1011.448139
-5.058942,212,1032.624362
-7.001,1,1032.934474
-6.166509,251,1057.972786
-4.613411,35,1061.662983
-7.001,1,1062.855569
-6.877735,416,1111.585092
-2.039475,222,1131.242604
-6.200098,236,1156.131925
-17.707536,89,1163.843305
-7.001,1,1164.489619
-7.001,1,1165.213361
-7.94307,68,1170.871149
-0.284671,413,1217.384387
-4.349637,136,1231.260921
-4.769396,91,1238.338538
-4.237303,140,1252.536601
18.203183,652,1324.371377
-3.820423,75,1331.660738
-7.380544,80,1337.73038
-11.536743,71,1346.143651
-4.223498,652,1411.825131
-16.208844,652,1480.791565
-7.469915,9,1482.137603
-7.001,1,1482.919317
-0.623147,244,1504.619257
-7.001,1,1505.33284
