#{"env_id": null, "t_start": 1641713475.8842385}
r,l,t
-3.532327,21,9.230076
-7.001,1,10.463471
-7.001,1,11.2061
-8.584091,30,14.573428
-56.075095,236,50.582884
-7.001,1,50.892869
-7.257893,41,57.157337
-12.225806,82,68.227397
-14.959991,58,73.89284
-14.697515,34,79.761864
-7.001,1,80.911318
-7.001,1,81.624993
-4.485005,51,93.049204
-18.246566,76,103.582118
-7.001,1,104.297662
-7.001,1,104.979838
-7.001,1,106.953311
-33.853424,184,132.763997
-9.374647,103,145.919817
-6.141246,5,147.166669
-7.001,1,147.995773
-7.001,1,148.70025
-10.366068,77,160.002353
-9.282031,42,170.238465
-61.05878,519,247.725857
-7.001,1,248.489477
-17.020986,54,256.07571
-14.002105,187,282.877573
-11.464664,47,288.347312
0.452314,65,296.777248
-7.626252,6,297.533532
-6.334857,6,298.748369
-26.184789,149,320.391754
-7.001,1,321.416887
-20.040885,363,369.468694
-7.001,1,369.705278
16.756655,431,421.159154
-1.187926,209,445.492532
-6.570652,15,447.869671
-18.38481,109,463.185094
-14.322802,66,470.170632
-24.635467,218,497.693478
-7.001,1,498.484552
-7.001,1,499.324049
-3.045112,77,509.168651
-7.001,1,509.901779
-31.474176,446,573.04381
-11.624938,60,581.646923
-6.81465,4,583.404876
-7.001,1,583.72825
-6.782504,2,584.745533
-7.178084,172,609.445551
-6.702961,14,610.926255
-7.001,1,611.716344
-9.454616,652,693.872326
-17.696513,349,738.297587
-7.852524,10,740.463276
-7.001,1,740.771706
-18.191617,297,777.426382
-9.328741,16,779.395129
0.339515,163,799.326943
0.898775,309,834.460005
-7.001,1,834.840554
-7.001,1,835.568261
-7.001,1,835.885249
0.608831,652,909.27736
-7.474133,17,911.721127
-8.690095,100,925.737976
-18.297045,232,954.385641
-25.683882,652,1030.643803
-8.599407,617,1104.12627
-7.001,1,1104.892761
-6.377544,11,1106.151299
-14.104024,454,1155.60269
-8.628445,389,1199.349625
-3.022033,652,1274.151358
-8.508492,15,1276.693523
-3.441607,59,1282.841303
-2.540734,652,1355.249265
-10.025597,652,1425.288208
-10.310295,652,1495.318831
-4.739682,352,1533.890257
-15.523375,600,1600.268273
-7.001,1,1601.056556
-7.792025,21,1603.274346
-7.001,1,1603.580405
-8.366466,652,1671.008687
2.294318,652,1738.987406
-13.524069,652,1808.616701
-7.021,3,1809.161971
-7.001,1,1809.543898
-8.783716,22,1811.860815
-6.724905,652,1884.4715
-4.690795,652,1951.460699
-8.188052,86,1960.220565
-2.522497,652,2029.658906
-6.215667,652,2101.039266
-10.835139,652,2171.135403
-7.001,1,2171.625616
-7.001,1,2172.387833
-8.657469,74,2180.741205
-1.164796,652,2250.27746
-6.179775,652,2319.984874
-3.744096,652,2391.968225
-10.582495,533,2451.891155
-7.833131,467,2504.834669
-7.411891,22,2507.490038
-5.706313,652,2584.445258
-4.869459,652,2656.454053
-4.557354,652,2723.676506
-6.508682,652,2793.013326
-7.001,1,2793.803108
-4.716658,652,2868.097539
-8.097131,652,2937.006882
-5.874208,652,3003.047925
-7.001,1,3003.401675
-7.499282,43,3008.45013
-2.312015,652,3076.107766
-7.450954,652,3147.863361
-7.001,1,3149.226387
-7.221581,207,3170.387524
-10.792155,652,3242.857583
-8.799681,77,3251.922893
-6.848472,12,3253.410106
-7.001,1,3254.118368
-6.413008,652,3325.249008
-0.127123,652,3390.660897
-7.161617,15,3392.51865
-5.684772,652,3464.856303
-19.451123,652,3537.521799
-0.935299,457,3590.890336
-7.189207,292,3621.784407
-7.001,1,3622.351736
-13.84147,425,3670.742332
-5.377338,652,3744.465923
-6.886945,652,3814.52038
-7.001,1,3815.251214
-6.045742,89,3825.768581
-2.668142,652,3899.414286
-1.478558,652,3970.815041
-2.612078,41,3975.355529
-3.161956,133,3989.014581
-6.982041,58,3996.115643
-7.001,1,3996.835382
-11.618022,652,4066.878377
-7.031,4,4067.913611
0.896999,652,4139.477791
1.157563,652,4209.869403
-8.240568,29,4212.837705
-9.145557,61,4220.279802
-6.650543,2,4220.711919
-7.515265,652,4291.297368
1.185791,652,4358.819434
-7.38308,30,4362.462414
-12.035747,224,4387.777811
-4.690956,24,4390.840753
-9.572457,611,4455.821264
-6.499772,652,4527.65705
-10.042028,652,4598.380233
-6.600851,652,4667.26111
-6.89234,7,4668.460856
1.852624,652,4737.091407
-7.001,1,4738.133269
-7.001,1,4738.868778
-6.760715,652,4808.359361
-2.871663,652,4879.833945
-2.243652,652,4949.487449
-2.282902,652,5019.82935
-6.696954,56,5025.771488
-7.001,1,5026.290174
-3.19633,652,5096.675904
-4.525439,652,5169.895139
-11.848494,611,5237.630427
-8.122346,652,5309.944514
-10.267206,279,5338.335079
-2.165891,375,5381.673121
-7.001,1,5382.012489
-3.598487,652,5451.640954
1.647137,297,5486.437453
-7.971649,427,5532.668005
-4.523766,652,5606.198264
-7.050608,22,5609.739206
-0.905899,170,5628.565087
-3.204978,135,5645.974164
-7.001,1,5646.274908
-7.001,1,5647.07797
-9.993717,73,5654.760844
-4.539762,652,5727.129857
-7.001,1,5727.461371
-4.571914,652,5800.521153
-7.001,1,5801.362845
-4.028058,172,5821.629907
-1.047424,181,5844.661433
-5.438281,151,5864.574573
-0.274426,652,5935.426481
-1.770074,652,6008.662374
-11.286493,652,6078.751153
-8.065398,652,6151.170387
-4.293849,652,6220.131651
0.260901,652,6291.024139
-7.001,1,6291.269058
-1.681236,652,6364.982009
-9.109882,536,6425.688177
1.787387,652,6498.185691
-7.001,1,6498.990899
-6.732893,12,6500.770902
6.32083,652,6575.125969
-7.001,1,6576.537854
-3.263001,617,6649.706122
0.158627,652,6718.575856
1.922561,652,6790.993759
-7.001,1,6791.39626
-7.01,1,6792.213976
-7.221927,180,6810.363768
-7.309953,105,6821.984158
14.468029,652,6904.425153
4.094837,652,6981.461853
-2.110557,48,6986.692276
-6.383434,53,6993.110554
-7.001,1,6993.400865
-5.605628,652,7062.575782
-3.818683,652,7135.932409
-1.878653,652,7211.236241
-7.001,1,7211.470455
-2.151271,192,7235.640094
-7.001,1,7236.370715
-3.735112,106,7249.691605
-7.47686,11,7253.100846
-7.001,1,7254.699023
-1.423034,87,7265.445541
-1.218537,345,7302.126955
12.670906,652,7376.613806
-10.89664,558,7439.767914
-3.669062,111,7455.910805
-7.001,1,7456.227293
-4.60118,41,7461.226311
-1.45927,266,7494.303728
-7.001,1,7494.625336
10.976965,652,7575.306576
-7.001,1,7575.729344
7.284243,628,7644.630334
0.419021,652,7720.324732
-2.530869,652,7794.770366
-5.759034,70,7801.75391
-7.001,1,7802.044885
