#{"t_start": 1642007555.5857596, "env_id": null}
r,l,t
-6.484194,161,21.158405
-6.836186,156,33.824033
-14.548183,147,46.054233
-15.406591,578,96.823815
-9.279037,100,103.487836
-11.919614,652,152.999931
-3.469679,652,209.437195
-7.001,1,210.133445
-10.434197,652,255.692392
2.999,1,255.876259
-7.001,1,256.600267
-7.031,4,258.16603
-15.718187,179,270.396323
-6.767494,320,298.350661
-7.001,1,298.9729
-12.777007,196,314.284411
-5.518277,45,319.24841
-7.001,1,319.505466
-8.603759,652,360.511438
-9.210274,42,364.707304
-9.80869,265,382.557159
-7.001,1,383.220472
-6.711276,39,387.027552
-6.291401,63,393.60723
-8.151179,652,437.376377
-9.026481,46,440.019265
-7.928542,526,475.428615
-6.895883,41,478.488432
-3.490228,652,521.7426
-7.001,1,522.485273
-7.001,1,522.809422
-4.525917,652,567.223896
-4.535807,399,594.706805
6.050354,652,644.089331
-6.93024,5,645.43478
-4.291136,382,673.717916
-7.624863,126,683.130709
-8.700976,83,688.543182
0.581382,257,705.398276
-5.717283,48,708.452298
-7.320189,180,719.979588
-3.946646,87,724.698928
7.411244,621,768.087723
-5.448357,93,773.162572
9.030475,652,816.255035
-2.916266,143,826.59256
-7.001,1,827.234605
-7.001,1,827.498083
-4.946529,160,841.648708
-5.836103,69,846.677732
-7.001,1,846.945655
-7.001,1,847.221804
2.201751,363,871.845645
-7.001,1,872.076506
-12.388877,138,884.383007
-3.025697,139,899.003801
-1.15354,165,911.428263
-7.001,1,912.052132
-6.969183,6,913.053984
-7.695323,32,915.378879
-2.572454,387,947.264298
-5.975784,161,959.04927
-4.463443,59,964.122428
24.099148,652,1012.193957
-11.105835,93,1027.327378
7.535138,554,1063.716186
-8.109584,165,1075.578864
16.788021,652,1119.507474
-7.001,1,1119.769957
-10.910909,131,1128.470536
-0.440069,226,1151.828516
3.939105,303,1176.021425
-7.001,1,1176.66475
-8.047151,19,1180.004361
4.080587,378,1212.533543
-7.001,1,1213.251846
-4.555212,579,1253.621742
1.967421,373,1279.920009
17.111713,514,1314.811162
-1.185903,162,1326.751167
0.272054,209,1339.318602
-5.851075,50,1343.880569
13.580499,652,1391.038949
-7.001,1,1391.340142
-3.721817,77,1398.673095
-7.001,1,1398.955267
9.999,1,1399.177203
-7.001,1,1399.992721
18.553561,513,1450.446298
-7.001,1,1450.662339
-7.001,1,1451.304386
-0.696475,288,1476.671674
17.027786,652,1526.680891
-7.112146,6,1529.35192
0.328565,135,1538.220273
-5.003364,65,1547.898364
-4.67286,125,1560.404157
-3.060722,63,1566.796573
1.519302,211,1587.315272
-7.001,1,1587.990193
-10.465078,399,1620.292568
11.25056,652,1667.818917
-7.001499,21,1669.496152
-4.597429,72,1676.097055
4.909618,444,1711.347457
-7.267505,9,1711.865041
-5.37967,50,1717.136909
-7.076708,204,1734.52931
-6.524906,14,1735.825236
0.734835,223,1752.75985
-7.384549,52,1758.365116
-5.48544,22,1759.607959
-0.929442,321,1788.695431
-7.001,1,1788.90987
-7.001,1,1790.381098
-2.867863,100,1798.644578
21.624203,644,1843.643266
-7.001,1,1844.717566
10.506971,334,1874.442934
-0.766528,185,1889.34938
-5.463944,25,1891.540272
0.20867,142,1903.871413
-1.858951,119,1912.345437
1.896381,324,1936.677478
-3.067292,132,1949.416529
-7.001,1,1950.790318
-7.001,1,1952.180414
13.994947,454,1987.433258
-7.001,1,1987.791138
-7.001,1,1990.433115
2.22701,332,2015.612481
-7.001,1,2016.046491
-1.259046,100,2022.574659
6.657329,294,2043.72295
-2.869826,140,2057.497573
-7.001,1,2058.577056
6.051326,282,2082.208839
-7.001,1,2083.25678
0.400268,169,2095.773692
11.986562,413,2130.508846
-7.393197,9,2131.436799
6.466529,228,2154.960052
-3.263473,73,2162.432804
7.425813,652,2214.429346
-7.001,1,2214.738969
7.317088,251,2234.745881
-1.575614,163,2249.579998
12.946497,299,2272.261892
-1.700172,125,2283.221264
-2.284893,129,2293.975931
-7.001,1,2295.847382
37.960642,652,2348.648109
1.313208,194,2363.392624
-4.474735,70,2368.1132
-3.885073,55,2372.025501
8.436566,322,2401.78455
5.906667,252,2427.570144
4.983373,193,2441.053276
-8.523974,107,2447.696322
-5.65452,17,2450.053929
10.709833,415,2485.80936
9.768225,226,2505.81501
-1.801089,144,2519.854911
-6.160004,35,2524.357174
4.624861,162,2539.507672
-7.001,1,2540.137223
-7.001,1,2540.437783
-0.364018,241,2558.144482
1.628546,122,2567.276789
4.588471,252,2583.165647
-7.001,1,2583.42159
-0.393518,144,2594.007058
4.141793,176,2611.395977
-7.001,1,2611.980597
-6.894191,14,2616.641626
3.117096,163,2631.71047
-19.910227,404,2665.896333
-7.001,1,2666.122277
2.776625,200,2682.625526
-6.96419,5,2683.020892
-3.484812,63,2687.55183
8.662049,222,2705.930995
-4.23822,89,2712.841772
-0.711533,204,2726.947417
-5.430959,24,2728.9482
-7.001,1,2730.163597
6.342065,503,2768.272149
-2.579121,71,2776.190136
9.999,1,2776.403735
-7.001,1,2776.689778
-6.836957,34,2778.538439
-5.655038,72,2784.496426
-3.182193,521,2833.36739
2.670364,146,2847.056415
21.535252,652,2893.343414
7.677861,223,2914.549115
-5.157942,65,2918.450117
-7.001,1,2919.517674
-5.557961,29,2921.522169
3.300159,250,2942.454974
-6.942151,3,2943.214226
