#{"t_start": 1642956403.2717757, "env_id": null}
r,l,t
-19.152656,72,13.705648
-10.173577,17,15.478421
-5.088838,135,36.525561
-5.546069,25,39.44277
-14.759625,652,116.885942
-12.756886,211,144.370837
-7.001,1,144.742815
-7.001,1,145.906174
-12.019163,652,222.116023
-7.663493,652,293.166574
-8.5674,8,293.975672
-7.001,1,294.71631
-6.510125,50,300.692344
-11.35429,75,308.443142
-6.882604,1,309.042087
-4.825296,55,316.048899
-7.001,1,316.802052
-11.725818,83,328.038934
-7.354017,26,330.571551
-0.223543,68,338.633537
-12.57117,65,346.249883
-8.699845,99,357.325291
-9.960296,48,361.985633
-7.001,1,362.692259
-14.346238,179,383.127325
-6.661472,125,395.627685
-20.570806,247,427.729983
-7.001,1,427.998858
-16.441756,612,493.359837
-15.723204,287,529.041223
-7.001,1,529.389347
-5.714655,36,534.04576
-7.001,1,535.29347
-8.060571,44,539.217015
-10.103156,23,543.207439
-10.320124,173,560.849724
-10.716759,22,564.232753
-6.10941,16,566.445889
-5.149683,15,568.895936
-17.387509,223,595.862323
-8.904342,652,672.687407
-7.001,1,673.026644
-33.955045,498,739.645336
-20.837603,652,814.708454
-7.001,1,815.875424
-16.671049,461,864.669835
-24.47811,652,940.561335
-13.359327,88,951.006502
-5.403212,29,954.872978
-10.682812,411,1002.318285
-6.448377,57,1009.129126
-7.001,1,1009.44346
-17.838747,427,1060.396742
-11.971421,157,1078.881295
-16.811419,360,1116.46244
8.301333,192,1137.131525
-7.527945,15,1140.291657
-10.442424,139,1155.418499
-3.536148,37,1160.13535
-3.531686,126,1173.50093
-21.053597,652,1247.455737
-13.802286,98,1258.071525
-7.001,1,1258.481603
-14.405785,425,1301.668593
-23.539148,478,1353.204661
-11.912726,147,1372.015251
-7.511271,4,1372.706588
-9.19811,139,1389.450876
-15.17616,112,1400.923298
-6.362248,158,1417.789705
-7.001,1,1418.159316
-14.300833,412,1471.607974
-5.410542,18,1473.429529
-9.951493,250,1505.271131
-9.005705,334,1540.951893
-14.132491,652,1614.732315
-7.000601,3,1615.681409
-7.001,1,1616.033091
-7.893892,26,1618.963738
-7.001,1,1619.656408
-8.043253,28,1622.924985
-7.001,1,1623.665771
-7.001,1,1624.594004
-17.371535,652,1698.062078
-5.404899,97,1708.212715
-5.605718,652,1784.547258
-7.728718,14,1785.943962
-10.811553,240,1811.336772
3.185936,652,1886.88007
-6.710005,535,1952.283546
-5.519259,1,1953.028826
0.06575,365,1994.568311
-6.242176,397,2039.479981
7.947888,652,2105.905103
-7.001,1,2106.941087
-10.340539,652,2177.07144
-4.793414,72,2188.416448
-5.895017,22,2190.844933
-10.530325,92,2203.177196
-13.177237,295,2238.256982
-8.13006,255,2267.581272
-13.031069,315,2300.028806
-6.213875,63,2307.036537
-13.295305,425,2359.866835
-4.224749,209,2382.755893
-9.449715,61,2391.896972
3.268962,652,2483.902234
-7.001,1,2484.184486
-18.496159,350,2520.135092
-16.272277,652,2600.71602
2.125709,297,2636.686974
-8.621802,27,2640.754822
-4.029121,100,2652.477794
-8.998427,139,2666.760528
-12.139603,59,2673.686045
-10.193503,652,2753.32266
-7.254091,29,2757.664352
-7.376081,2,2758.542482
-6.663729,4,2759.070117
-7.445542,18,2760.947678
-7.001,1,2761.7296
3.276493,365,2801.817899
-6.922125,652,2873.807952
-34.525019,548,2935.441808
-11.961271,27,2939.860356
-7.001,1,2940.693288
-7.001,1,2941.003599
-7.57168,103,2953.722392
-11.258858,579,3019.426681
-11.678522,497,3081.134362
-9.556574,81,3090.921574
-7.001,1,3091.170975
-6.116143,5,3092.213523
-2.290163,179,3111.789251
-15.076117,469,3165.741174
-10.347016,95,3176.109225
-5.707182,103,3188.535968
-7.001,1,3188.787236
-7.949417,535,3247.219059
-2.045461,69,3255.698097
-7.20781,231,3279.922487
-7.001,1,3280.874772
-12.334775,79,3292.383596
-1.988947,121,3308.423379
-5.462023,151,3327.656391
-5.659367,99,3339.372791
-7.001,1,3340.094303
-7.024108,464,3396.75886
-7.001,1,3397.483028
-3.623921,154,3417.182101
-9.901531,44,3423.228446
-15.13511,467,3476.518919
-6.632835,4,3477.521516
4.733585,652,3556.256826
-11.416022,323,3593.13692
-7.242781,83,3602.650313
2.534368,652,3680.313419
-7.001,1,3680.642205
-9.368549,48,3686.324685
-4.808817,652,3761.696049
-4.303495,62,3768.266048
-13.08584,73,3777.309739
-8.574911,11,3778.631776
-3.516455,439,3830.20148
-10.580494,17,3831.944325
-12.01129,66,3843.709005
-3.868935,173,3863.345378
-10.541599,217,3886.32319
-13.339474,652,3968.286722
1.538678,213,3997.407573
-9.15033,3,3998.891006
-6.493313,343,4040.855727
-10.324008,231,4066.342572
-6.786078,2,4066.718125
