#{"t_start": 1642956403.548469, "env_id": null}
r,l,t
-8.678883,198,30.433526
-7.001,1,31.106888
-10.410902,18,33.91933
-7.001,1,34.801067
-6.760557,33,39.586814
-7.848296,79,50.626044
-7.001,1,50.961231
-9.124143,21,52.931166
-14.080676,652,130.589489
-24.032588,247,159.929128
-7.462221,28,162.957181
-23.205056,652,242.222288
-7.474286,8,243.663731
-28.702116,570,304.111905
-10.280421,652,380.778472
-31.689313,633,451.815913
-26.385268,274,480.811502
-6.90761,60,489.399958
-1.169097,239,519.436296
-7.001,1,520.177847
-8.508972,170,540.060453
-20.693474,652,617.505307
-6.834643,14,619.479801
-8.935623,652,696.949925
-1.457279,164,716.242228
-6.409688,114,734.962358
-21.252821,398,780.490309
-6.576229,17,784.036877
-7.920087,2,784.886661
-7.001,1,785.226945
-6.983809,4,785.760894
-14.016086,338,825.491355
-6.628434,15,827.5148
-20.98445,652,899.344158
-7.001,1,900.567179
-17.380583,652,974.917759
-9.118846,118,989.182414
-7.001,1,989.516908
-12.278845,652,1066.058147
-22.653614,652,1136.110053
-3.344211,652,1212.373928
-4.109706,95,1223.151118
-7.001,1,1223.442669
-6.209211,12,1225.22013
-14.705118,652,1292.464761
-6.062814,18,1294.21237
-23.05723,652,1367.567667
-7.812504,58,1376.869075
-7.001,1,1377.169455
-10.143448,511,1433.605902
-6.869888,6,1434.997175
-11.36834,130,1451.561906
-7.00848,312,1489.913788
-7.001,1,1490.266328
-12.199596,652,1560.999162
-5.930342,236,1587.672554
-6.342336,23,1590.381035
-18.668914,581,1660.213598
-7.401836,7,1661.4221
-7.001,1,1662.220541
-13.456997,652,1734.900466
-23.193093,652,1808.877495
-8.65264,48,1814.449797
-12.540358,652,1890.448027
-7.012771,4,1891.090626
-12.557513,123,1904.337852
-14.869851,535,1970.774243
-8.728722,104,1982.545723
-26.800109,547,2045.002904
-7.577297,4,2045.74394
-6.207903,652,2113.215078
-7.001,1,2113.551561
-4.80439,45,2118.411053
-7.001,1,2119.1755
-6.553227,119,2131.092296
-22.028689,652,2206.111777
-10.284319,16,2208.431388
-6.20145,652,2281.971537
-9.738225,110,2293.231949
-4.172862,398,2344.709263
-6.067564,470,2397.979823
-9.31191,11,2399.556356
-6.473839,24,2402.405258
-7.001,1,2403.280631
-7.221619,4,2404.746107
-20.256559,203,2439.613968
-7.001,1,2440.505895
4.37157,171,2463.278206
-0.291933,127,2476.84554
-9.995708,652,2552.433105
-7.001,1,2553.126374
-7.001,1,2553.840012
-7.001,1,2554.181994
-6.493976,2,2554.6765
-18.552429,652,2629.937971
-13.2551,88,2641.805501
-5.511548,224,2665.728499
-20.436252,373,2709.037979
-8.083282,116,2724.151511
-18.246778,302,2763.868054
-16.984985,652,2837.177823
-5.391588,16,2839.301109
-10.753182,52,2845.106712
-6.226192,103,2855.955829
-4.118516,166,2873.029651
-31.420182,652,2949.770077
-5.828626,300,2983.339655
-6.644528,8,2984.24742
-5.724674,67,2992.973684
-11.878792,383,3035.955681
-8.648801,4,3036.750685
-11.94808,121,3050.507217
-9.349196,4,3052.568661
-14.152908,652,3128.985301
-7.001,1,3129.354237
-6.885316,353,3171.869992
-5.284591,77,3180.779677
-16.422872,540,3240.17736
-4.911227,107,3251.005579
-3.464583,23,3254.722164
-6.999409,245,3284.0496
-11.573095,30,3288.175365
-10.43427,652,3370.108178
-7.001,1,3370.528257
-10.206897,484,3430.429309
-6.295185,146,3447.76685
-7.001,1,3448.168375
-11.893443,225,3470.761335
-21.049259,652,3549.858202
-7.001,1,3550.215712
-6.829478,5,3550.988628
-7.001,1,3551.769644
-9.976475,56,3558.849832
-15.347209,652,3633.248279
-3.096631,652,3709.23084
-4.881351,97,3721.73742
-6.980249,10,3723.424957
-13.974423,652,3799.545102
-2.976861,235,3826.872164
-7.001,1,3828.072196
-8.049586,563,3892.532824
-6.667999,81,3902.350036
-6.135364,203,3929.349227
-7.087622,2,3930.624206
-6.48726,428,3988.282407
-10.287716,652,4064.778232
-3.020612,22,4068.517322
-12.417818,297,4107.19453
3.137136,652,4184.576096
-2.565022,47,4189.443576
-4.076316,122,4204.83208
-7.150138,11,4207.648269
0.255042,347,4245.723599
-19.334186,468,4304.457559
-7.001,1,4304.85877
0.028551,252,4333.512826
-7.607034,628,4411.983787
-7.916491,171,4434.022221
-13.31315,559,4501.956311
4.621374,494,4558.886829
13.813698,652,4641.182894
-12.709034,201,4665.072881
-6.186477,483,4720.097345
-4.802871,41,4724.722236
-4.507579,51,4732.837556
-7.001,1,4733.567013
-7.195681,360,4777.736508
-2.192447,53,4783.057917
-2.544947,243,4810.939009
-2.597291,92,4823.627876
-7.001,1,4824.39245
-7.111745,2,4825.315988
-7.361595,484,4879.007648
-8.122082,93,4889.470151
-4.936476,365,4930.653424
-5.705605,244,4956.957319
-7.001,1,4958.356157
-10.637284,643,5033.132645
1.062117,250,5061.829355
-6.120398,652,5140.611008
-12.745737,598,5216.221639
-7.001,1,5216.978452
-6.806011,124,5232.778233
-4.086499,652,5311.162719
-7.850007,652,5393.889426
-5.842144,96,5404.217444
-5.880489,35,5408.09094
-5.955688,32,5412.968991
1.332962,129,5426.68953
-6.958362,273,5462.136453
5.887851,222,5487.115778
-6.282107,22,5490.35505
-8.892569,66,5498.897223
-3.606344,419,5556.212218
-6.051594,6,5557.502464
-6.250407,462,5613.404947
-6.993111,244,5646.388402
-6.857445,158,5664.969739
-7.001,1,5665.654366
0.680177,183,5687.083774
-7.442704,69,5695.900363
-7.29853,7,5696.753699
-7.001,1,5697.252539
-7.070895,28,5700.448339
