#{"t_start": 1642956403.473959, "env_id": null}
r,l,t
-18.348992,251,39.65713
-6.761886,73,49.293639
-11.136965,652,124.137326
-7.187385,4,125.231141
-7.001,1,125.600303
-7.001,1,125.914744
-35.088378,629,203.06892
-23.980323,380,248.742969
-7.001,1,249.035307
-5.62875,27,252.639296
-10.351931,652,324.62508
-9.639699,452,375.553244
-6.820772,6,376.353305
-17.03284,207,400.674122
-4.13327,50,407.972454
-6.493676,42,412.798658
-8.078605,21,414.936537
-6.565354,7,415.905032
-6.121258,51,422.439076
-10.3639,21,424.802253
-23.395352,652,495.147311
-27.838611,652,573.888722
-7.623171,3,574.380573
-4.932146,218,600.53165
-9.019225,289,634.48278
-6.478547,16,636.424426
-24.166447,324,675.831078
-5.832003,34,679.548315
-12.249866,327,720.464403
-7.001,1,721.209596
-8.51849,21,724.676466
-5.383321,115,741.713569
-17.647831,308,774.549017
-7.001,1,775.265191
-7.001,1,775.595142
-11.047253,184,798.068623
-21.746229,580,861.997773
-7.001,1,862.671307
-13.451119,89,872.416142
-10.134462,66,879.284995
-8.342755,18,882.629178
-7.001,1,883.010985
-18.781415,652,960.639749
-6.692343,392,1004.357727
-6.707931,29,1007.441949
-9.204648,496,1068.060835
-12.943481,652,1138.29001
-35.156465,565,1203.009397
-5.85315,76,1212.852974
-10.717194,652,1281.903406
-9.07187,28,1284.622354
-17.544087,415,1326.469095
-7.697368,3,1327.073998
-7.001,1,1327.919681
-7.001,1,1328.247226
-9.98463,258,1359.918024
-6.616637,3,1360.961021
-13.134628,652,1437.308557
-11.096505,434,1490.338115
-14.720972,652,1561.070564
-6.166978,652,1638.875757
-7.243555,4,1639.457987
-26.360868,652,1712.499886
-1.430406,258,1742.312089
-7.001,1,1742.578772
-7.191878,302,1780.059623
-10.717529,140,1794.821781
-15.87244,438,1840.514389
-6.535007,7,1842.156715
-3.548846,104,1856.640802
9.999,1,1856.90344
-15.726336,100,1868.823769
-21.871733,652,1944.657402
-7.001,1,1945.380388
-7.001,1,1946.090121
-7.001,1,1946.525666
-7.001,1,1947.292214
-23.65216,652,2022.184642
-1.399944,145,2037.834928
-13.526413,652,2104.494543
-23.439967,652,2176.064604
1.067281,652,2258.473879
-14.617384,652,2330.567464
-4.55598,76,2341.746019
-7.001,1,2342.480768
-9.067982,598,2415.249287
-7.001,1,2416.508836
-7.001,1,2417.446026
-7.377624,3,2418.539946
-6.771938,27,2423.123272
-1.384831,184,2453.362898
-17.486302,652,2524.240241
-7.001,1,2525.093596
-5.352249,64,2532.932592
-0.020493,299,2570.943865
-7.043149,394,2614.633991
-6.410968,12,2616.489784
-4.616929,61,2624.301145
-1.241722,155,2644.948569
-34.647719,554,2706.77063
-6.686518,4,2707.809075
-11.820019,61,2713.658848
-12.695944,79,2727.473992
-10.905821,39,2732.033784
-8.614131,652,2807.545904
-9.282046,229,2833.760326
-16.708167,652,2906.703929
-21.330529,652,2982.225944
-7.866378,105,2995.078993
-8.133517,41,3000.11566
-7.001,1,3000.512202
-11.640057,101,3011.483452
-7.848553,303,3044.518234
-6.560005,7,3046.940188
-7.391875,262,3082.416371
-5.343656,614,3150.091969
-14.826208,652,3224.171767
-14.176666,397,3268.612006
-9.231451,15,3270.263268
-7.001,1,3271.015285
-12.97069,652,3354.299435
-14.200695,652,3435.400675
-10.41305,652,3508.723629
-7.001,1,3509.514082
-2.832714,120,3522.586106
-6.431383,6,3523.391329
-5.082838,652,3603.442348
-4.023231,176,3622.818386
-8.56847,652,3700.660325
-15.206829,560,3765.669562
-25.064374,611,3839.471911
-7.001,1,3840.163268
-6.757843,25,3844.674724
-3.166152,103,3857.467518
-12.624059,510,3912.848399
-6.806589,6,3913.688478
-22.022991,652,4001.228391
-0.366249,652,4080.748297
-6.071341,196,4104.274883
-6.424472,9,4106.333129
-7.709141,63,4114.774323
-13.276632,96,4127.455668
0.623678,652,4202.810261
-6.772968,27,4207.115916
-8.481356,652,4285.929643
-6.460256,632,4363.07532
-10.778597,515,4424.505983
-7.001,1,4425.257581
-1.244111,82,4435.989263
-7.001,1,4436.678578
-4.434444,113,4450.303345
-7.001,1,4450.779722
-7.001,1,4451.1706
-5.35842,341,4490.507423
-6.757036,7,4491.859844
-3.378372,191,4513.076569
-15.594689,151,4530.375616
-2.998635,246,4560.543629
-7.599032,114,4575.872056
-10.388548,84,4585.601373
-5.800238,93,4596.165847
-0.664875,191,4620.488981
-4.599288,9,4622.057771
-8.90106,35,4625.885286
-13.024393,289,4661.493997
3.250121,365,4704.061664
