#{"t_start": 1642956403.6539295, "env_id": null}
r,l,t
-24.461411,189,29.351753
-4.95311,17,32.228704
-15.538022,511,94.630117
-7.001,1,94.968953
-8.028575,496,155.56926
-3.891799,28,158.414846
-9.837743,52,166.357347
-10.123546,379,210.626811
-7.001,1,211.043181
-10.556922,90,221.431921
-6.433946,64,228.391475
-6.279495,6,230.531273
-12.079102,592,293.664448
-6.807108,224,321.042618
-7.001,1,321.770097
-7.555903,3,322.65145
-14.298087,313,358.627081
-12.675067,652,435.133091
-6.520094,90,442.527734
-0.316996,99,453.212379
-20.386155,152,469.232008
-12.962813,160,487.519658
-5.054625,5,488.765357
-6.197247,70,498.547604
-7.222235,62,506.691739
-7.30761,2,507.156745
-8.389366,295,542.13083
-18.591144,225,567.86648
-7.001,1,568.165187
-23.977482,652,645.876835
-7.001,1,646.177116
2.999,1,646.488921
-7.045863,336,686.565579
-7.001,1,686.868282
-13.201366,100,698.820423
-20.03222,203,725.462342
-2.849614,74,737.932646
-11.467524,652,812.956815
-7.001,1,813.621947
-23.486938,422,858.813372
-17.818615,652,935.705925
-11.181334,108,947.64656
-14.755941,541,1011.22826
-7.001,1,1012.330547
-7.001,1,1012.67234
-7.001,1,1013.027527
-27.67866,652,1087.37288
-20.399689,652,1158.918209
-25.998074,331,1196.634555
-23.970441,652,1268.169094
-15.943297,652,1336.572337
-7.786055,166,1355.250776
-24.7821,652,1431.724202
-5.44384,26,1438.616816
-16.293541,477,1496.757268
-7.001,1,1497.104807
-15.562498,465,1546.415127
-7.52521,321,1582.752249
-24.363649,494,1642.782435
-38.029947,455,1694.083936
-30.177321,464,1747.203866
-3.476218,75,1755.365541
-7.045342,5,1756.532805
-7.001,1,1756.868297
-7.024741,104,1769.655009
-25.248268,574,1831.366845
-4.875001,174,1853.031607
-5.505253,71,1860.618428
-13.888831,364,1902.284992
-12.481804,44,1908.70505
-13.275596,450,1963.775955
-6.628914,79,1973.258445
-7.001,1,1973.693973
-10.860359,541,2033.619527
-7.001,1,2033.934906
-7.001,1,2034.591815
-17.573535,652,2101.421852
-7.289342,55,2110.222121
-4.682556,652,2180.871731
-21.396724,652,2261.038233
-7.001,1,2261.337781
-7.001,1,2261.641944
-22.940459,568,2322.955206
-14.794478,71,2332.238099
-7.001,1,2332.604985
-7.001,1,2333.344681
-7.001,1,2334.146104
-3.828454,47,2340.203816
-6.099223,49,2346.429186
-15.431146,652,2433.297956
-11.076153,652,2510.237496
2.543743,442,2564.59538
-7.001,1,2564.891345
-7.001,1,2565.714081
-19.969014,613,2637.532695
-8.517694,32,2642.613093
-4.223044,53,2649.318229
-13.128316,652,2722.18186
-7.001982,2,2723.345836
-6.712894,6,2724.96113
-24.158327,451,2781.935955
-8.361796,192,2801.894168
-21.226362,181,2822.802206
-27.763152,276,2852.000065
-7.001,1,2852.329917
-9.840555,652,2925.649912
-7.861927,92,2936.226759
-3.700137,138,2954.465547
-7.60439,143,2970.1652
-5.570086,219,2995.926203
-23.525271,482,3051.699632
-8.815242,349,3096.978444
-6.926247,3,3097.765313
-7.001,1,3098.093658
-12.113686,91,3106.32277
-4.45975,100,3117.395305
-2.145867,79,3125.92109
-3.926719,145,3142.748075
-8.833223,22,3145.124427
-6.565056,652,3219.440317
-12.641907,81,3227.877796
11.240636,348,3265.735255
-29.056508,652,3350.023896
-10.713986,176,3372.642955
-7.001,1,3373.366646
-3.942543,47,3378.005116
-7.001,1,3378.402667
-7.001,1,3378.694009
-1.318181,652,3457.269361
-2.424643,652,3535.12466
-7.001,1,3535.446588
-6.595678,514,3595.902154
-5.160077,207,3617.539903
-15.564264,134,3634.10758
-5.097678,387,3681.206366
-14.172831,257,3708.264682
-5.704248,42,3715.200156
-18.192274,652,3790.51162
